dev_os;temp;title;cam_vert;timestamp;id;comp_bar;pos_sat;pos_tech;pos_acc;Make and Model;cam_hoz;Azimuth;editor;Pitch;press;OS Version;Roll;Name;Tree type;Tree Species;Take photo;Grid reference;Other Known;geom
;;OBT Tree Survey;;2015-07-09T08:43:30.799Z;_s3loegk64;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;st Chris bonnington (3);Deciduous;Dont know;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/st Chris bonnington (3)/1436431403528.jpg'>;Placeholder;Type species name in here;-2.421975999999983,53.82556400000015
;;OBT Tree Survey;;2015-07-09T08:45:41.376Z;_bwbospjhy;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;st Chris bonnington (2);Deciduous;Other;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/st Chris bonnington (2)/1436431519874.jpg'>;Placeholder;Willow;-2.421975999999979,53.82556400000004
;;OBT Tree Survey;;2015-07-09T08:47:44.445Z;_u8hfmjjl2;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;st Chris  bonnington ;Deciduous;Other;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/st Chris  bonnington /1436431657138.jpg'>;Placeholder;Willow;-2.4219759999999746,53.82556399999996
;;OBT Tree Survey;;2015-07-09T08:50:45.994Z;_tajabplov;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;st Chris bonnington (1);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/st Chris bonnington (1)/1436431819152.jpg'>;Placeholder;Type species name in here;-2.4219759999999706,53.825563999999865
;;OBT Tree Survey;;2015-07-09T08:51:48.319Z;_ai623o626;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;st Chris bonnington ;Deciduous;Ash;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/st Chris bonnington /1436431866329.jpg'>;Placeholder;Type species name in here;-2.4219759999999666,53.82556399999977
;;OBT Tree Survey;;2015-07-09T12:24:09.489Z;_1g66kgjwx;;;;-1;MOTOROLA XT1068;;7.075.660.021.612.750;35cf4469-162e-4f6d-8eae-ed886121088d.json;-37.460.957.974.689.400;;5.0.2;0.3410422575531528;simp St chris (1);;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/simp St chris (1)/1436444605550.jpg'>;Placeholder;Type species name in here;-4.0455602,52.7290056
;;OBT Tree Survey;;2015-07-09T12:42:08.914Z;_p2ru106xp;;;;-1;MOTOROLA XT1068;;-62.934.749.540.899;35cf4469-162e-4f6d-8eae-ed886121088d.json;-886.569.994.834.515;;5.0.2;16.382.630.488.456.800;St Christopher's;Deciduous;Sycamore;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/St Christopher's/1436445699855.jpg'>;Placeholder;Type species name in here;-4.046258048157822,52.73226535286237
;;OBT Tree Survey;;2015-07-09T12:47:00.673Z;_4ic26vw7j;;;;-1;MOTOROLA XT1068;;-12.594.236.353.986.300;35cf4469-162e-4f6d-8eae-ed886121088d.json;-28.926.407.795.421.300;;5.0.2;1.448.976.138.075.090;the St Chris Simpsons ;;Other;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/the St Chris Simpsons /1436445993806.jpg'>;Placeholder;Hawthorn;-4.047437300000034,52.73211860000012
;;OBT Tree Survey;;2015-09-11T12:34:16.425Z;_27hy4tff7;;;;-1;MOTOROLA XT1068;;-6.637.667.310.896.510;35cf4469-162e-4f6d-8eae-ed886121088d.json;-22.000.177.627.941.700;;5.0.2;8.841.813.923.043.960;xxx;Coniferous;Hazel;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/xxx/1441974616683.jpg'>;Placeholder;Xxxx;-2.421976,53.82556399999999
;;OBT Tree Survey;;2015-09-11T13:47:18.824Z;_tdonz7nok;;;;-1;MOTOROLA XT1068;;1.234.483.746.059.460;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.166.418.808.802.360;;5.0.2;2.714.597.896.937.950;school 1;Coniferous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/school 1/1441979136339.jpg'>;Placeholder;Type species name in here;-2.421976,53.82556399999999
;;OBT Tree Survey;;2015-09-11T13:47:45.644Z;_y1zi8bolc;;;;-1;MOTOROLA XT1068;;13.346.645.894.841.400;35cf4469-162e-4f6d-8eae-ed886121088d.json;-283.374.081.398.926;;5.0.2;15.074.357.698.699.100;iol workshop;;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/iol workshop/1441979203199.jpg'>;Placeholder;Type species name in here;-2.9706224,54.407232500000006
;;OBT Tree Survey;;2015-09-11T13:48:48.710Z;_kzwdvok8z;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;LOL DAY;Deciduous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/LOL DAY/1441979320296.jpg'>;Placeholder;Type species name in here;-2.421976,53.825563999999986
;;OBT Tree Survey;;2015-09-11T13:51:06.291Z;_uctiwnhs1;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;iol (1);Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/iol (1)/1441979450041.jpg'>;Placeholder;Type species name in here;-2.9704159000000003,54.4071309
;;OBT Tree Survey;;2015-09-11T13:53:35.761Z;_f85n7hysp;;;;-1;MOTOROLA XT1068;;-17.983.170.914.780.700;35cf4469-162e-4f6d-8eae-ed886121088d.json;-419.689.511.287.896;;5.0.2;7.337.436.583.818.330;lilly anna;Coniferous;Dont know;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/lilly anna/1441979605359.jpg'>;Placeholder;Type species name in here;-2.9703688,54.40711489999999
;;OBT Tree Survey;;2015-09-11T13:54:05.887Z;_9dm3rtd6b;;;;-1;MOTOROLA XT1068;;13.628.820.133.984.300;35cf4469-162e-4f6d-8eae-ed886121088d.json;-265.608.486.160.156;;5.0.2;10.970.192.008.756.600;iol workshop 2;;Hazel;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/iol workshop 2/1441979616527.jpg'>;371 017 216¡;Type species name in here;-2.97044820000002,54.40710619999999
;;OBT Tree Survey;;2015-09-11T13:54:40.724Z;_evne4b9wy;;;;-1;SAMSUNG SM-T230;;;35cf4469-162e-4f6d-8eae-ed886121088d.json;;;4.4.2;;iol;Deciduous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/iol/1441979629284.jpg'>;Placeholder;Type species name in here;-2.970548800000031,54.40722660000015
;;OBT Tree Survey;;2015-09-21T16:25:25.395Z;_f241maboa;;;;-1;MOTOROLA XT1068;;12.742.704.858.993.800;35cf4469-162e-4f6d-8eae-ed886121088d.json;-20.693.910.779.365.900;;5.0.2;2.986.637.031.814.880;ch;Coniferous;Douglas fir;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/ch/1442852697021.jpg'>;Xxx;Type species name in here;-3.8534950000000006,52.588444400000014
;;OBT Tree Survey;;2015-09-23T11:50:09.535Z;_iy6rv6uil;;;;-1;MOTOROLA XT1068;;21.863.695.080.399.200;35cf4469-162e-4f6d-8eae-ed886121088d.json;-22.233.099.031.470.200;;5.0.2;1.205.078.449.795.670;obt staff (74);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt staff (74)/1443008882669.jpg'>;639966;Type species name in here;-4.0219307,52.5506528
;;OBT Tree Survey;;2015-09-23T11:50:09.535Z;_iy6rv6uil;;;;-1;MOTOROLA XT1068;;21.863.695.080.399.200;35cf4469-162e-4f6d-8eae-ed886121088d.json;-22.233.099.031.470.200;;5.0.2;1.205.078.449.795.670;obt staff (73);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt staff (73)/1443008882669.jpg'>;639966;Type species name in here;-4.0219307,52.5506528
;;OBT Tree Survey;;2015-09-23T11:52:06.691Z;_mie7oqpkk;;;;-1;MOTOROLA XT1068;;11.211.013.764.032.000;35cf4469-162e-4f6d-8eae-ed886121088d.json;-19.049.394.180.070.900;;4.4.4;-0.5717951560614354;obt staff (58);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt staff (58)/1443009116004.jpg'>;630 966;Type species name in here;-4.021886200000004,52.550696200000225
;;OBT Tree Survey;;2015-09-23T11:52:09.558Z;_xud9fcm0g;;;;-1;MOTOROLA XT1068;;5.931.447.607.322.540;35cf4469-162e-4f6d-8eae-ed886121088d.json;-16.807.452.886.905.900;;5.0.2;1.820.848.348.757.380;obt staff (63);Deciduous;Oak;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt staff (63)/1443008994969.jpg'>;630966;Type species name in here;-4.0219432,52.550670600000025
;;OBT Tree Survey;;2015-09-23T12:02:39.917Z;_lw5pphj6o;;;;-1;MOTOROLA XT1068;;-11.791.303.903.840.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-30.657.843.674.546.600;;5.0.2;4.579.448.458.762.670;obt staff (69);Coniferous;Holly;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt staff (69)/1443009704605.jpg'>;Placeholder;Type species name in here;-4.021199300000024,52.55172519999997
;;OBT Tree Survey;;2015-09-23T12:02:39.917Z;_lw5pphj6o;;;;-1;MOTOROLA XT1068;;-11.791.303.903.840.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-30.657.843.674.546.600;;5.0.2;4.579.448.458.762.670;obt staff (70);Coniferous;Holly;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt staff (70)/1443009704605.jpg'>;Placeholder;Type species name in here;-4.021199300000024,52.55172519999997
;;OBT Tree Survey;;2015-09-23T12:05:59.858Z;_ppoi0tna1;;;;-1;MOTOROLA XT1068;;-8.775.950.921.141.720;35cf4469-162e-4f6d-8eae-ed886121088d.json;-36.323.161.157.086.600;;4.4.4;9.579.300.183.581.500;staff obt (11);Coniferous;Hazel;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/staff obt (11)/1443009872173.jpg'>;Placeholder;Type species name in here;-4.0213589999999835,52.55156366000013
;;OBT Tree Survey;;2015-09-23T12:07:31.358Z;_hyln4a6g2;;;;-1;MOTOROLA XT1068;;-7.090.323.754.741.850;35cf4469-162e-4f6d-8eae-ed886121088d.json;-1.911.975.195.871.120;;4.4.4;5.031.933.977.124.030;staff obt (12);Deciduous;Ash;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/staff obt (12)/1443009991078.jpg'>;Placeholder;Type species name in here;-4.021353489999964,52.55156520999978
;;OBT Tree Survey;;2015-09-23T12:13:55.522Z;_jqc51z40u;;;;-1;MOTOROLA XT1068;;27.850.753.746.434.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.199.247.771.538.570;;5.0.2;6.785.163.709.230.380;obt staff (68);Coniferous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt staff (68)/1443010429947.jpg'>;Placeholder;Type species name in here;-4.021199300000024,52.55172519999997
;;OBT Tree Survey;;2015-09-23T12:13:55.522Z;_jqc51z40u;;;;-1;MOTOROLA XT1068;;27.850.753.746.434.600;35cf4469-162e-4f6d-8eae-ed886121088d.json;-4.199.247.771.538.570;;5.0.2;6.785.163.709.230.380;obt staff (66);Coniferous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/obt staff (66)/1443010429947.jpg'>;Placeholder;Type species name in here;-4.021199300000024,52.55172519999997
;;OBT Tree Survey;;2015-09-23T12:16:16.980Z;_bg2tgkfc4;;;;-1;MOTOROLA XT1068;;13.288.626.169.917.800;35cf4469-162e-4f6d-8eae-ed886121088d.json;-3.451.888.131.046.310;;4.4.4;3.422.703.842.628.590;staff obt (17);Deciduous;Other;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/staff obt (17)/1443010555253.jpg'>;Placeholder;Hawthorne;-4.019187919999995,52.55476105000021
;;OBT Tree Survey;;2015-09-23T12:16:16.980Z;_bg2tgkfc4;;;;-1;MOTOROLA XT1068;;13.288.626.169.917.800;35cf4469-162e-4f6d-8eae-ed886121088d.json;-3.451.888.131.046.310;;4.4.4;3.422.703.842.628.590;staff obt (10);Deciduous;Other;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/staff obt (10)/1443010555253.jpg'>;Placeholder;Hawthorne;-4.019187919999995,52.55476105000021
;;OBT Tree Survey;;2015-09-23T12:17:18.907Z;_8jxgq23yy;;;;-1;MOTOROLA XT1068;;12.991.167.333.450.300;35cf4469-162e-4f6d-8eae-ed886121088d.json;-3.824.620.091.790.370;;4.4.4;5.089.251.217.091.480;staff obt (9);Deciduous;Larch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/staff obt (9)/1443010629917.jpg'>;Placeholder;Type species name in here;-4.019060189999963,52.55476148000027
;;OBT Tree Survey;;2016-01-28T18:24:26.220Z;_xeepn8axq;;;;-1;MOTOROLA XT1068;;-17.345.111.034.972.100;35cf4469-162e-4f6d-8eae-ed886121088d.json;-28.960.411.892.204.200;;4.4.4;-65.024.254.672.167.600;test (91);Coniferous;Birch;<img src='https://dyfi.cobwebproject.eu/1.3/pcapi/records/local/2338e388-f34e-25d9-945c-54cffd9c46c2/test (91)/1454005452310.jpg'>;Oooo;Type species name in here;-3.957845400000001,52.64395789999998
